"_id__$oid","parentIds__-","title","createdDate","dates__due","dates__start","dates__type","user__$oid","__v","description","briefDescription","roles","status","authorIds__-","dependencyIds","attachents","dependencyIds____001","dependencyIds____002","dependencyIds____003"
"5a2956d2d2ae994d8c83a4e5","5a291e1dd2ae994d8c83a4b4","TNT: Concierge Needs","2017-12-07T14:57","2018-03-15T10:10","2017-12-30T10:10","Planned","59fb4c444df99e7c5518e758","0","","","5a38e11db707f85334b3798b","Active","","","","","",""
"5a2956eed2ae994d8c83a4e6","5a291e1dd2ae994d8c83a4b4","TNT: ID Key Contact","2017-12-07T14:57","2017-12-14T10:10","2017-12-14T10:10","Planned","59fb4c444df99e7c5518e758","0","","","null","Completed","","","","5a291e5ad2ae994d8c83a4db","5a291e77d2ae994d8c83a4dd",""
"5a295725d2ae994d8c83a4e7","5a291e1dd2ae994d8c83a4b4","TNT: ID System(s)","2017-12-07T14:58","2018-08-10T09:01","2018-04-13T09:01","Planned","59fb4c444df99e7c5518e758","0","","","5a38e11db707f85334b3798b","Active","","","","","",""
"5a29573fd2ae994d8c83a4e8","5a291e1dd2ae994d8c83a4b4","TNT: Intro Elevate to Key Contact","2017-12-07T14:59","2017-12-15T10:10","2017-12-15T10:10","Planned","59fb4c444df99e7c5518e758","0","","","","","","","","","",""
"5a2957bdd2ae994d8c83a4e9","5a291e1dd2ae994d8c83a4b6","Request: Events CMS Access","2017-12-07T15:01","2017-12-16T10:10","2017-12-16T10:10","Planned","59fb4c444df99e7c5518e758","0","","","","","","","","","",""
"5a2957ddd2ae994d8c83a4ea","5a291e1dd2ae994d8c83a4b6","ID: Events CMS","2017-12-07T15:01","2017-12-15T10:10","2017-12-15T10:10","Planned","59fb4c444df99e7c5518e758","0","","","","","","","","","",""
"5a2957f9d2ae994d8c83a4eb","5a291e1dd2ae994d8c83a4b6","Intro Elevate to Key Contact","2017-12-07T15:02","2017-12-08T10:10","2017-12-08T10:10","Planned","59fb4c444df99e7c5518e758","0","","","","","","","","","",""
"5a29589bd2ae994d8c83a4ee","5a291e1dd2ae994d8c83a4b7","ID: Events CMS","2017-12-07T15:04","2017-12-09T09:09","2017-12-09T09:09","Planned","59fb4c444df99e7c5518e758","0","","","","","","","","","",""
"5a2958b4d2ae994d8c83a4ef","5a291e1dd2ae994d8c83a4b7","Intro Elevate to Key Contact","2017-12-07T15:05","2017-12-09T10:10","2017-12-09T10:10","Planned","59fb4c444df99e7c5518e758","0","","","","","","","","","",""
"5a2958d0d2ae994d8c83a4f0","5a291e1dd2ae994d8c83a4b7","Request: Events CMS Access","2017-12-07T15:05","2017-12-08T10:10","2017-12-08T10:10","Planned","59fb4c444df99e7c5518e758","0","","","","","","","","","",""
"5a2969727f16b95983db0874","5a291e1dd2ae994d8c83a4bc","Request: Intro to F&B Key Contact","2017-12-07T16:16","2017-12-06T09:09","2017-12-06T09:09","Planned","59fb4c444df99e7c5518e758","0","","","","","","","","","",""
"5a2969ec7f16b95983db0875","5a291e1dd2ae994d8c83a4bd","Request: IMS API Access","2017-12-07T16:18","2017-12-08T12:12","2017-12-08T12:12","Planned","59fb4c444df99e7c5518e758","0","","","","","","","","","",""
"5a296a087f16b95983db0876","5a291e1dd2ae994d8c83a4bd","Request: IMS Documentation","2017-12-07T16:19","2017-12-08T09:09","2017-12-08T09:09","Planned","59fb4c444df99e7c5518e758","0","","","","","","","","","",""
"5a296a247f16b95983db0877","5a291e1dd2ae994d8c83a4bd","Request: IMS SDK","2017-12-07T16:19","2017-12-22T09:09","2017-12-22T09:09","Planned","59fb4c444df99e7c5518e758","0","","","null","","","null","{""kind"":""drive#file"",""id"":""101yx9ZSJWcAvjL1xo-8MRNbXMy4Mr6FHYL2afMd3n-E"",""etag"":""\""kljkfPLilWKR-FCMd2b3g_UQHPE/MTUwNzc4MzM3MzE1Mw\"""",""selfLink"":""https://www.googleapis.com/drive/v2/files/101yx9ZSJWcAvjL1xo-8MRNbXMy4Mr6FHYL2afMd3n-E"",""webContentLink"":""https://drive.google.com/uc?id=101yx9ZSJWcAvjL1xo-8MRNbXMy4Mr6FHYL2afMd3n-E&export=download"",""alternateLink"":""https://docs.google.com/document/d/101yx9ZSJWcAvjL1xo-8MRNbXMy4Mr6FHYL2afMd3n-E/edit?usp=drivesdk"",""embedLink"":""https://docs.google.com/document/d/101yx9ZSJWcAvjL1xo-8MRNbXMy4Mr6FHYL2afMd3n-E/preview"",""iconLink"":""https://drive-thirdparty.googleusercontent.com/16/type/application/vnd.google-apps.document"",""thumbnailLink"":""https://docs.google.com/feeds/vt?gd=true&id=101yx9ZSJWcAvjL1xo-8MRNbXMy4Mr6FHYL2afMd3n-E&v=3&s=AMedNnoAAAAAWkZYTeL_RxeqpluUXYKmNLZcPsA0war4&sz=s220"",""title"":""resume_Dinesh_ (1).docx"",""mimeType"":""application/vnd.google-apps.document"",""labels"":{""starred"":false,""hidden"":false,""trashed"":false,""restricted"":false,""viewed"":true},""createdDate"":""2017-10-12T04:38:49.828Z"",""modifiedDate"":""2017-10-12T04:42:53.153Z"",""modifiedByMeDate"":""2017-10-12T04:42:53.153Z"",""lastViewedByMeDate"":""2017-10-12T04:42:53.153Z"",""markedViewedByMeDate"":""1970-01-01T00:00:00.000Z"",""version"":""15"",""parents"":[{""kind"":""drive#parentReference"",""id"":""0Bzl8fAFxVxghWDU0SVZBQ210a2s"",""selfLink"":""https://www.googleapis.com/drive/v2/files/101yx9ZSJWcAvjL1xo-8MRNbXMy4Mr6FHYL2afMd3n-E/parents/0Bzl8fAFxVxghWDU0SVZBQ210a2s"",""parentLink"":""https://www.googleapis.com/drive/v2/files/0Bzl8fAFxVxghWDU0SVZBQ210a2s"",""isRoot"":false}],""exportLinks"":{""application/rtf"":""https://docs.google.com/feeds/download/documents/export/Export?id=101yx9ZSJWcAvjL1xo-8MRNbXMy4Mr6FHYL2afMd3n-E&exportFormat=rtf"",""application/vnd.oasis.opendocument.text"":""https://docs.google.com/feeds/download/documents/export/Export?id=101yx9ZSJWcAvjL1xo-8MRNbXMy4Mr6FHYL2afMd3n-E&exportFormat=odt"",""text/html"":""https://docs.google.com/feeds/download/documents/export/Export?id=101yx9ZSJWcAvjL1xo-8MRNbXMy4Mr6FHYL2afMd3n-E&exportFormat=html"",""application/pdf"":""https://docs.google.com/feeds/download/documents/export/Export?id=101yx9ZSJWcAvjL1xo-8MRNbXMy4Mr6FHYL2afMd3n-E&exportFormat=pdf"",""application/epub+zip"":""https://docs.google.com/feeds/download/documents/export/Export?id=101yx9ZSJWcAvjL1xo-8MRNbXMy4Mr6FHYL2afMd3n-E&exportFormat=epub"",""application/zip"":""https://docs.google.com/feeds/download/documents/export/Export?id=101yx9ZSJWcAvjL1xo-8MRNbXMy4Mr6FHYL2afMd3n-E&exportFormat=zip"",""application/vnd.openxmlformats-officedocument.wordprocessingml.document"":""https://docs.google.com/feeds/download/documents/export/Export?id=101yx9ZSJWcAvjL1xo-8MRNbXMy4Mr6FHYL2afMd3n-E&exportFormat=docx"",""text/plain"":""https://docs.google.com/feeds/download/documents/export/Export?id=101yx9ZSJWcAvjL1xo-8MRNbXMy4Mr6FHYL2afMd3n-E&exportFormat=txt""},""userPermission"":{""kind"":""drive#permission"",""etag"":""\""kljkfPLilWKR-FCMd2b3g_UQHPE/hD9AYDqNB5L8ixUIXuaX7hsGMgk\"""",""id"":""me"",""selfLink"":""https://www.googleapis.com/drive/v2/files/101yx9ZSJWcAvjL1xo-8MRNbXMy4Mr6FHYL2afMd3n-E/permissions/me"",""role"":""owner"",""type"":""user""},""quotaBytesUsed"":""0"",""ownerNames"":[""Dinesh Sharma""],""owners"":[{""kind"":""drive#user"",""displayName"":""Dinesh Sharma"",""picture"":{""url"":""https://lh6.googleusercontent.com/-rcKrgbQwhB0/AAAAAAAAAAI/AAAAAAAAAUg/FljiKDfVkbA/s64/photo.jpg""},""isAuthenticatedUser"":true,""permissionId"":""00494963285621631845"",""emailAddress"":""dinesh829269@gmail.com""}],""lastModifyingUserName"":""Dinesh Sharma"",""lastModifyingUser"":{""kind"":""drive#user"",""displayName"":""Dinesh Sharma"",""picture"":{""url"":""https://lh6.googleusercontent.com/-rcKrgbQwhB0/AAAAAAAAAAI/AAAAAAAAAUg/FljiKDfVkbA/s64/photo.jpg""},""isAuthenticatedUser"":true,""permissionId"":""00494963285621631845"",""emailAddress"":""dinesh829269@gmail.com""},""capabilities"":{""canCopy"":true,""canEdit"":true},""editable"":true,""copyable"":true,""writersCanShare"":true,""shared"":true,""explicitlyTrashed"":false,""appDataContents"":false,""spaces"":[""drive""],""result"":{""kind"":""drive#file"",""id"":""101yx9ZSJWcAvjL1xo-8MRNbXMy4Mr6FHYL2afMd3n-E"",""etag"":""\""kljkfPLilWKR-FCMd2b3g_UQHPE/MTUwNzc4MzM3MzE1Mw\"""",""selfLink"":""https://www.googleapis.com/drive/v2/files/101yx9ZSJWcAvjL1xo-8MRNbXMy4Mr6FHYL2afMd3n-E"",""webContentLink"":""https://drive.google.com/uc?id=101yx9ZSJWcAvjL1xo-8MRNbXMy4Mr6FHYL2afMd3n-E&export=download"",""alternateLink"":""https://docs.google.com/document/d/101yx9ZSJWcAvjL1xo-8MRNbXMy4Mr6FHYL2afMd3n-E/edit?usp=drivesdk"",""embedLink"":""https://docs.google.com/document/d/101yx9ZSJWcAvjL1xo-8MRNbXMy4Mr6FHYL2afMd3n-E/preview"",""iconLink"":""https://drive-thirdparty.googleusercontent.com/16/type/application/vnd.google-apps.document"",""thumbnailLink"":""https://docs.google.com/feeds/vt?gd=true&id=101yx9ZSJWcAvjL1xo-8MRNbXMy4Mr6FHYL2afMd3n-E&v=3&s=AMedNnoAAAAAWkZYTeL_RxeqpluUXYKmNLZcPsA0war4&sz=s220"",""title"":""resume_Dinesh_ (1).docx"",""mimeType"":""application/vnd.google-apps.document"",""labels"":{""starred"":false,""hidden"":false,""trashed"":false,""restricted"":false,""viewed"":true},""createdDate"":""2017-10-12T04:38:49.828Z"",""modifiedDate"":""2017-10-12T04:42:53.153Z"",""modifiedByMeDate"":""2017-10-12T04:42:53.153Z"",""lastViewedByMeDate"":""2017-10-12T04:42:53.153Z"",""markedViewedByMeDate"":""1970-01-01T00:00:00.000Z"",""version"":""15"",""parents"":[{""kind"":""drive#parentReference"",""id"":""0Bzl8fAFxVxghWDU0SVZBQ210a2s"",""selfLink"":""https://www.googleapis.com/drive/v2/files/101yx9ZSJWcAvjL1xo-8MRNbXMy4Mr6FHYL2afMd3n-E/parents/0Bzl8fAFxVxghWDU0SVZBQ210a2s"",""parentLink"":""https://www.googleapis.com/drive/v2/files/0Bzl8fAFxVxghWDU0SVZBQ210a2s"",""isRoot"":false}],""exportLinks"":{""application/rtf"":""https://docs.google.com/feeds/download/documents/export/Export?id=101yx9ZSJWcAvjL1xo-8MRNbXMy4Mr6FHYL2afMd3n-E&exportFormat=rtf"",""application/vnd.oasis.opendocument.text"":""https://docs.google.com/feeds/download/documents/export/Export?id=101yx9ZSJWcAvjL1xo-8MRNbXMy4Mr6FHYL2afMd3n-E&exportFormat=odt"",""text/html"":""https://docs.google.com/feeds/download/documents/export/Export?id=101yx9ZSJWcAvjL1xo-8MRNbXMy4Mr6FHYL2afMd3n-E&exportFormat=html"",""application/pdf"":""https://docs.google.com/feeds/download/documents/export/Export?id=101yx9ZSJWcAvjL1xo-8MRNbXMy4Mr6FHYL2afMd3n-E&exportFormat=pdf"",""application/epub+zip"":""https://docs.google.com/feeds/download/documents/export/Export?id=101yx9ZSJWcAvjL1xo-8MRNbXMy4Mr6FHYL2afMd3n-E&exportFormat=epub"",""application/zip"":""https://docs.google.com/feeds/download/documents/export/Export?id=101yx9ZSJWcAvjL1xo-8MRNbXMy4Mr6FHYL2afMd3n-E&exportFormat=zip"",""application/vnd.openxmlformats-officedocument.wordprocessingml.document"":""https://docs.google.com/feeds/download/documents/export/Export?id=101yx9ZSJWcAvjL1xo-8MRNbXMy4Mr6FHYL2afMd3n-E&exportFormat=docx"",""text/plain"":""https://docs.google.com/feeds/download/documents/export/Export?id=101yx9ZSJWcAvjL1xo-8MRNbXMy4Mr6FHYL2afMd3n-E&exportFormat=txt""},""userPermission"":{""kind"":""drive#permission"",""etag"":""\""kljkfPLilWKR-FCMd2b3g_UQHPE/hD9AYDqNB5L8ixUIXuaX7hsGMgk\"""",""id"":""me"",""selfLink"":""https://www.googleapis.com/drive/v2/files/101yx9ZSJWcAvjL1xo-8MRNbXMy4Mr6FHYL2afMd3n-E/permissions/me"",""role"":""owner"",""type"":""user""},""quotaBytesUsed"":""0"",""ownerNames"":[""Dinesh Sharma""],""owners"":[{""kind"":""drive#user"",""displayName"":""Dinesh Sharma"",""picture"":{""url"":""https://lh6.googleusercontent.com/-rcKrgbQwhB0/AAAAAAAAAAI/AAAAAAAAAUg/FljiKDfVkbA/s64/photo.jpg""},""isAuthenticatedUser"":true,""permissionId"":""00494963285621631845"",""emailAddress"":""dinesh829269@gmail.com""}],""lastModifyingUserName"":""Dinesh Sharma"",""lastModifyingUser"":{""kind"":""drive#user"",""displayName"":""Dinesh Sharma"",""picture"":{""url"":""https://lh6.googleusercontent.com/-rcKrgbQwhB0/AAAAAAAAAAI/AAAAAAAAAUg/FljiKDfVkbA/s64/photo.jpg""},""isAuthenticatedUser"":true,""permissionId"":""00494963285621631845"",""emailAddress"":""dinesh829269@gmail.com""},""capabilities"":{""canCopy"":true,""canEdit"":true},""editable"":true,""copyable"":true,""writersCanShare"":true,""shared"":true,""explicitlyTrashed"":false,""appDataContents"":false,""spaces"":[""drive""]}}","","",""
"5a296a397f16b95983db0878","5a291e1dd2ae994d8c83a4bd","Request: POS API Access","2017-12-07T16:20","2017-12-15T09:09","2017-12-15T09:09","Planned","59fb4c444df99e7c5518e758","0","","","","","","","","","",""
"5a296a537f16b95983db0879","5a291e1dd2ae994d8c83a4bd","Request: POS Documentation","2017-12-07T16:20","2017-12-08T10:10","2017-12-08T10:10","Planned","59fb4c444df99e7c5518e758","0","","","","","","","","","",""
"5a296a767f16b95983db087a","5a291e1dd2ae994d8c83a4bd","Request: POS SDK","2017-12-07T16:21","2017-12-09T10:01","2017-12-09T10:01","Planned","59fb4c444df99e7c5518e758","0","","","","","","","","","",""
"5a296afe7f16b95983db087b","5a291e1dd2ae994d8c83a4be","Request: Intro to F&B Key Contact","2017-12-07T16:23","2017-12-08T09:09","2017-12-08T09:09","Planned","59fb4c444df99e7c5518e758","0","","","","","","","","","",""
"5a29ea037f16b95983db087c","5a291e1dd2ae994d8c83a4bf","Request: IMS API Access","2017-12-08T01:25","2017-12-15T09:09","2017-12-15T09:09","Planned","59fb4c444df99e7c5518e758","0","","","","","","","","","",""
"5a29ea207f16b95983db087d","5a291e1dd2ae994d8c83a4bf","Request: IMS Documentation","2017-12-08T01:25","2017-12-09T09:09","2017-12-09T09:09","Planned","59fb4c444df99e7c5518e758","0","","","","","","","","","",""
"5a29ea3c7f16b95983db087e","5a291e1dd2ae994d8c83a4bf","Request: IMS SDK","2017-12-08T01:26","2017-12-09T09:09","2017-12-09T09:09","Planned","59fb4c444df99e7c5518e758","0","","","","","","","","","",""
"5a29ea5c7f16b95983db087f","5a291e1dd2ae994d8c83a4bf","Request: POS API Access","2017-12-08T01:26","2017-12-16T09:09","2017-12-16T09:09","Planned","59fb4c444df99e7c5518e758","0","","","","","","","","","",""
"5a29ea837f16b95983db0880","5a291e1dd2ae994d8c83a4bf","Request: POS Documentation","2017-12-08T01:27","2017-12-09T09:09","2017-12-09T09:09","Planned","59fb4c444df99e7c5518e758","0","","","","","","","","","",""
"5a29eaa57f16b95983db0881","5a291e1dd2ae994d8c83a4bf","Request: POS SDK","2017-12-08T01:28","2017-12-09T09:00","2017-12-09T09:00","Planned","59fb4c444df99e7c5518e758","0","","","","","","","","","",""
"5a2b4abb8b3f12696091b4b0","5a291e1dd2ae994d8c83a4c1","LL: Intro Elevate to Key Contact","2017-12-09T02:30","2017-12-23T09:09","2017-12-23T09:09","Planned","59fb4c444df99e7c5518e758","0","LL: Intro Elevate to Key Contact","","","","","","","","",""
"5a2b4ad68b3f12696091b4b1","5a291e1dd2ae994d8c83a4c1","Question: External Malware Protection","2017-12-09T02:30","2017-12-17T09:09","2017-12-17T09:09","Planned","59fb4c444df99e7c5518e758","0","","","","","","","","","",""
"5a2b4af08b3f12696091b4b2","5a291e1dd2ae994d8c83a4c1","Question: Platform","2017-12-09T02:31","2017-12-14T09:09","2017-12-14T09:09","Planned","59fb4c444df99e7c5518e758","0","","","","","","","","","",""
"5a2b4b0b8b3f12696091b4b3","5a291e1dd2ae994d8c83a4c1","Question: URL Blocking/Filtering","2017-12-09T02:31","2017-12-14T09:09","2017-12-14T09:09","Planned","59fb4c444df99e7c5518e758","0","","","","","","","","","",""
"5a2b4b2a8b3f12696091b4b4","5a291e1dd2ae994d8c83a4c1","Question: URL Redirection","2017-12-09T02:32","2017-12-10T09:09","2017-12-10T09:09","Planned","59fb4c444df99e7c5518e758","0","","","","","","","","","",""
"5a2b4b548b3f12696091b4b5","5a291e1dd2ae994d8c83a4c1","Request: Corp Domain Eml Acct (Testing)","2017-12-09T02:32","2017-12-16T09:59","2017-12-16T09:59","Planned","59fb4c444df99e7c5518e758","0","","","","","","","","","",""
"5a2e78f4b40b454b027ee43f","5a291e1dd2ae994d8c83a4c8","Tenant: Intro Elevate to  Key Contact","2017-12-11T12:24","2017-12-16T09:09","2017-12-16T09:09","Planned","59fb4c444df99e7c5518e758","0","","","null","","","","","","",""
"5a2e7955b40b454b027ee441","5a291e1dd2ae994d8c83a4c8","Question: Carrier","2017-12-11T12:25","2017-12-14T09:09","2017-12-14T09:09","Planned","59fb4c444df99e7c5518e758","0","","","","","","","","","",""
"5a2e79cbb40b454b027ee442","5a291e1dd2ae994d8c83a4c8","Question: Preferred Devices","2017-12-11T12:27","2017-12-02T09:09","2017-12-02T09:09","Planned","59fb4c444df99e7c5518e758","0","","","","","","","","","",""
"5a2e79ebb40b454b027ee443","5a291e1dd2ae994d8c83a4c8","Request: Corp Device (Testing)","2017-12-11T12:28","2018-02-15T09:09","2018-02-15T09:09","Planned","59fb4c444df99e7c5518e758","0","","","","","","","","","",""
"5a3a5d253f7b48033ad0c922","5a291e1dd2ae994d8c83a4a8","Comms","2017-12-20T12:52","2017-12-22T09:09","2017-12-22T09:09","Planned","","0","","","","Active","","","","","",""
"5a3a5e3a849c7e03bc3f19ae","5a291e1dd2ae994d8c83a4a9","Conceirge","2017-12-20T12:57","2017-12-28T09:09","2017-12-28T09:09","Planned","59f77e492e7ceb2b6021e195","0","","","","Active","","","","","",""
"5a3a5f47fe6df5048ba756ff","5a291e1dd2ae994d8c83a4aa","Events","2017-12-20T13:01","2017-12-28T09:09","2017-12-28T09:09","Planned","59f77e492e7ceb2b6021e195","0","","","","Active","","","","","",""
"5a3a63b3d348be057512cff9","5a291e1dd2ae994d8c83a4ab","Facility Booking","2017-12-20T13:20","2017-12-22T09:09","2017-12-22T09:09","Planned","59f77e492e7ceb2b6021e195","0","","","","Active","","","","","",""
"5a55b425b34cda3f54e63986","5a291e1dd2ae994d8c83a4ce","Requested: Building imagenary & Title Icon","2018-01-10T06:35","07/01/2019","07/01/2019","Planned","59f77e492e7ceb2b6021e195","0","Have we requested the building's imagery and logo?","","","Active","","","","","",""
"5a55b57bb34cda3f54e63987","5a291e1dd2ae994d8c83a4ce","Received: Building imagenary & Title Icon","2018-01-10T06:40","07/01/2019","07/01/2019","Planned","59f77e492e7ceb2b6021e195","0","Have we received the building's imagery and logo?","","","Active","","","","5a2956d2d2ae994d8c83a4e5","",""
"5a55b7b4b34cda3f54e63989","5a291e1dd2ae994d8c83a4ad","? - Security Y/N","2018-01-10T06:50","31/12/2018","31/12/2018","Planned","59f77e492e7ceb2b6021e195","0","Will we implement security for this instance?","","","Active","","","","","",""
"5a55b808b34cda3f54e6398a","5a291e1dd2ae994d8c83a4ac","? - F&B Y/N","2018-01-10T06:51","31/12/2018","31/12/2018","Planned","59f77e492e7ceb2b6021e195","0","Will we implement Food & Beverage for this instance?","","","Active","","","","","",""
"5a55b853b34cda3f54e6398b","5a291e1dd2ae994d8c83a4ab","? - Facilities Booking Y/N","2018-01-10T06:53","31/12/2018","31/12/2018","Planned","59f77e492e7ceb2b6021e195","0","Will we implement Facilities/Conference Room booking for this instance?","","","Active","","","","","",""
"5a55b8b1b34cda3f54e6398c","5a291e1dd2ae994d8c83a4ab","? - Facilities Booking Y/N","2018-01-10T06:54","31/12/2018","31/12/2018","Planned","59f77e492e7ceb2b6021e195","0","Will we implement Facilities/Conference Room booking for this instance?","","","Active","","","","","",""
"5a55b8f8b34cda3f54e6398d","5a291e1dd2ae994d8c83a4aa","? - Events Y/N","2018-01-10T06:55","31/12/2018","31/12/2018","Planned","59f77e492e7ceb2b6021e195","0","Will we implement Events for this instance?","","","Active","","","","","",""
"5a55b948b34cda3f54e6398e","5a291e1dd2ae994d8c83a4a8","? - Comms Y/N","2018-01-10T06:57","31/12/2018","31/12/2018","Planned","59f77e492e7ceb2b6021e195","0","Will we implement Communications for this instance?","","","Active","","","","","",""
"5a55b985b34cda3f54e6398f","5a291e1dd2ae994d8c83a4a9","? - Concierge Y/N","2018-01-10T06:58","31/12/2018","31/12/2018","Planned","59f77e492e7ceb2b6021e195","0","Will we implement Concierge for this instance?","","","Active","","","","","",""
"5a55bcf3b34cda3f54e63990","5a291e1dd2ae994d8c83a4c9","ID ACS Platform","2018-01-10T07:12","07/01/2019","07/01/2019","Planned","59f77e492e7ceb2b6021e195","0","What Access Control Software (ACS) does this instance use?","","","Active","","","","","",""
"5a55bda6b34cda3f54e63991","5a291e1dd2ae994d8c83a4c9","Intro Elevate to ACS Key Contact","2018-01-10T07:15","07/01/2019","07/01/2019","Planned","59f77e492e7ceb2b6021e195","0","Who should be our contact at your ACS vendor?","","","Active","","","","","",""
"5a55bf77b34cda3f54e63992","5a291e1dd2ae994d8c83a4ca","Intro Elevate to VMS Key Contact","2018-01-10T07:23","07/01/2019","07/01/2019","Planned","59f77e492e7ceb2b6021e195","0","Who should be our contact at your VMS vendor?","","","Active","","","","5a29ea837f16b95983db0880","",""
"5a55c12db34cda3f54e63993","5a291e1dd2ae994d8c83a4ca","Request: VMS Documentation","2018-01-10T07:30","07/01/2019","07/01/2019","Planned","59f77e492e7ceb2b6021e195","0","Have we requested the VMS documentation? ","","","Active","","","","5a55b8f8b34cda3f54e6398d","",""
"5a55c3d5b34cda3f54e63994","5a291e1dd2ae994d8c83a4ca","Request: VMS SDK","2018-01-10T07:42","07/01/2019","07/01/2019","Planned","59f77e492e7ceb2b6021e195","0","Have we requested the VMS SDK (software development kit)?","","","Active","","","","5a29ea037f16b95983db087c","",""
"5a55c434b34cda3f54e63995","5a291e1dd2ae994d8c83a4ca","Request: VMS API Access","2018-01-10T07:43","07/01/2019","07/01/2019","Planned","59f77e492e7ceb2b6021e195","0","Have we requested access into the VMS API (application programming interface)?","","","Active","","","","5a29ea037f16b95983db087c","",""
"5a55c92db34cda3f54e63996","5a291e1dd2ae994d8c83a4d1","Milestone - ELVT - provide url list for white labeling to IT/Security Contact","2018-01-10T08:05","14/01/2019","14/01/2019","Planned","59f77e492e7ceb2b6021e195","0","Have we provided a list of items that will need to be digitally whitelabeled?","","","Active","KUADPLBL","","","","",""
"5a55cbfdb34cda3f54e63997","5a291e1dd2ae994d8c83a4d1","Onsite Testing (as necessary ONLY)","2018-01-10T08:17","09/01/2019","09/01/2019","Planned","59f77e492e7ceb2b6021e195","0","Have we gone onsite to test the app?","","","Active","","","","","",""
"5a55cc49b34cda3f54e63998","5a291e1dd2ae994d8c83a4d1","Wi-Fi Network (1)","2018-01-10T08:18","09/01/2019","09/01/2019","Planned","59f77e492e7ceb2b6021e195","0","","","","Active","","","","","",""
"5a55cc7bb34cda3f54e63999","5a291e1dd2ae994d8c83a4d1","Wi-Fi Network (2)","2018-01-10T08:19","10/01/2019","10/01/2019","Planned","59f77e492e7ceb2b6021e195","0","","","","Active","","","","","",""
"5a55ccbcb34cda3f54e6399a","5a291e1dd2ae994d8c83a4d1","Mobile GPS Resolution","2018-01-10T08:20","09/01/2019","09/01/2019","Planned","59f77e492e7ceb2b6021e195","0","","","","Active","","","","","",""
"5a55ccefb34cda3f54e6399b","5a291e1dd2ae994d8c83a4d1","URL Access","2018-01-10T08:21","09/01/2019","09/01/2019","Planned","59f77e492e7ceb2b6021e195","0","","","","Active","","","","","",""
"5a55cd20b34cda3f54e6399c","5a291e1dd2ae994d8c83a4d1","Corp Domain Access","2018-01-10T08:21","09/01/2019","09/01/2019","Planned","59f77e492e7ceb2b6021e195","0","","","","Active","","","","","",""
"5a55cd5ab34cda3f54e6399d","5a291e1dd2ae994d8c83a4d1","Corp Eml Access","2018-01-10T08:22","09/01/2019","09/01/2019","Planned","59f77e492e7ceb2b6021e195","0","","","","Active","","","","","",""
